Time	Channel A
(ns)	(V)

-146.88889050	0.00000000
-146.38889052	0.00000000
-145.88889053	0.00000000
-145.38889055	0.00000000
-144.88889056	0.00000000
-144.38889058	0.00000000
-143.88889059	0.00000000
-143.38889060	0.00000000
-142.88889062	0.00000000
-142.38889063	0.00000000
-141.88889065	0.00000000
-141.38889066	0.00000000
-140.88889067	0.00024606
-140.38889069	0.00135335
-139.88889070	-0.00412156
-139.38889072	-0.01599409
-138.88889073	-0.01599409
-138.38889075	-0.00412156
-137.88889076	0.00135335
-137.38889077	0.00024606
-136.88889079	0.00000000
-136.38889080	0.00000000
-135.88889082	0.00000000
-135.38889083	0.00000000
-134.88889084	0.00000000
-134.38889086	0.00000000
-133.88889087	0.00000000
-133.38889089	0.00000000
-132.88889090	0.00000000
-132.38889091	0.00000000
-131.88889093	0.00000000
-131.38889094	0.00000000
-130.88889096	0.00000000
-130.38889097	0.00000000
-129.88889099	0.00000000
-129.38889100	0.00000000
-128.88889101	0.00000000
-128.38889103	0.00000000
-127.88889104	0.00000000
-127.38889106	0.00000000
-126.88889107	0.00000000
-126.38889108	0.00000000
-125.88889110	0.00000000
-125.38889111	0.00000000
-124.88889113	0.00000000
-124.38889114	0.00000000
-123.88889116	0.00000000
-123.38889117	0.00000000
-122.88889118	0.00000000
-122.38889120	0.00000000
-121.88889121	0.00000000
-121.38889123	0.00000000
-120.88889124	0.00000000
-120.38889125	0.00000000
-119.88889127	0.00000000
-119.38889128	0.00000000
-118.88889130	0.00000000
-118.38889131	0.00000000
-117.88889132	0.00000000
-117.38889134	0.00000000
-116.88889135	0.00000000
-116.38889137	0.00000000
-115.88889138	0.00000000
-115.38889140	0.00000000
-114.88889141	0.00000000
-114.38889142	0.00000000
-113.88889144	0.00000000
-113.38889145	0.00000000
-112.88889147	0.00000000
-112.38889148	0.00000000
-111.88889149	0.00000000
-111.38889151	0.00000000
-110.88889152	0.00000000
-110.38889154	0.00000000
-109.88889155	0.00000000
-109.38889157	0.00000000
-108.88889158	0.00000000
-108.38889159	0.00000000
-107.88889161	0.00000000
-107.38889162	0.00000000
-106.88889164	0.00000000
-106.38889165	0.00000000
-105.88889166	0.00000000
-105.38889168	0.00000000
-104.88889169	0.00000000
-104.38889171	0.00000000
-103.88889172	0.00000000
-103.38889173	0.00000000
-102.88889175	0.00000000
-102.38889176	0.00000000
-101.88889178	0.00000000
-101.38889179	0.00000000
-100.88889181	0.00000000
-100.38889182	0.00000000
-99.88889183	0.00000000
-99.38889185	0.00000000
-98.88889186	0.00000000
-98.38889188	0.00000000
-97.88889189	0.00000000
-97.38889190	0.00000000
-96.88889192	0.00000000
-96.38889193	0.00000000
-95.88889195	0.00000000
-95.38889196	0.00000000
-94.88889198	0.00000000
-94.38889199	0.00000000
-93.88889200	0.00000000
-93.38889202	0.00000000
-92.88889203	0.00000000
-92.38889205	0.00000000
-91.88889206	0.00000000
-91.38889207	0.00000000
-90.88889209	0.00000000
-90.38889210	0.00000000
-89.88889212	0.00000000
-89.38889213	0.00000000
-88.88889215	0.00000000
-88.38889216	0.00000000
-87.88889217	0.00000000
-87.38889219	0.00000000
-86.88889220	0.00000000
-86.38889222	0.00000000
-85.88889223	0.00000000
-85.38889224	0.00000000
-84.88889226	0.00000000
-84.38889227	0.00000000
-83.88889229	0.00000000
-83.38889230	0.00000000
-82.88889231	0.00000000
-82.38889233	0.00000000
-81.88889234	0.00000000
-81.38889236	0.00000000
-80.88889237	0.00000000
-80.38889239	0.00000000
-79.88889240	0.00000000
-79.38889241	0.00000000
-78.88889243	0.00000000
-78.38889244	0.00000000
-77.88889246	0.00000000
-77.38889247	0.00000000
-76.88889248	0.00000000
-76.38889250	0.00000000
-75.88889251	0.00000000
-75.38889253	0.00000000
-74.88889254	0.00000000
-74.38889256	0.00000000
-73.88889257	0.00000000
-73.38889258	0.00000000
-72.88889260	0.00000000
-72.38889261	0.00000000
-71.88889263	0.00000000
-71.38889264	0.00000000
-70.88889265	0.00000000
-70.38889267	0.00000000
-69.88889268	0.00000000
-69.38889270	0.00000000
-68.88889271	0.00000000
-68.38889272	0.00000000
-67.88889274	0.00000000
-67.38889275	0.00000000
-66.88889277	0.00000000
-66.38889278	0.00000000
-65.88889280	0.00000000
-65.38889281	0.00000000
-64.88889282	0.00000000
-64.38889284	0.00000000
-63.88889285	0.00000000
-63.38889287	0.00000000
-62.88889288	0.00000000
-62.38889289	0.00000000
-61.88889291	0.00000000
-61.38889292	0.00000000
-60.88889294	0.00000000
-60.38889295	0.00000000
-59.88889297	0.00000000
-59.38889298	0.00000000
-58.88889299	0.00000000
-58.38889301	0.00000000
-57.88889302	0.00000000
-57.38889304	0.00000000
-56.88889305	0.00000000
-56.38889306	0.00000000
-55.88889308	0.00000000
-55.38889309	0.00000000
-54.88889311	0.00000000
-54.38889312	0.00000000
-53.88889313	0.00000000
-53.38889315	0.00000000
-52.88889316	0.00000000
-52.38889318	0.00000000
-51.88889319	0.00000000
-51.38889321	0.00000000
-50.88889322	0.00000000
-50.38889323	0.00000000
-49.88889325	0.00000000
-49.38889326	0.00000000
-48.88889328	0.00000000
-48.38889329	0.00000000
-47.88889330	0.00000000
-47.38889332	0.00000000
-46.88889333	0.00000000
-46.38889335	0.00000000
-45.88889336	0.00000000
-45.38889338	0.00000000
-44.88889339	0.00000000
-44.38889340	0.00000000
-43.88889342	0.00000000
-43.38889343	0.00000000
-42.88889345	0.00000000
-42.38889346	0.00000000
-41.88889347	0.00000000
-41.38889349	0.00000000
-40.88889350	0.00000000
-40.38889352	0.00000000
-39.88889353	0.00000000
-39.38889355	0.00000000
-38.88889356	0.00000000
-38.38889357	0.00000000
-37.88889359	0.00000000
-37.38889360	0.00000000
-36.88889362	0.00000000
-36.38889363	0.00000000
-35.88889364	0.00000000
-35.38889366	0.00000000
-34.88889367	0.00000000
-34.38889369	0.00000000
-33.88889370	0.00000000
-33.38889371	0.00000000
-32.88889373	0.00000000
-32.38889374	0.00000000
-31.88889376	0.00000000
-31.38889377	0.00000000
-30.88889379	0.00000000
-30.38889380	0.00000000
-29.88889381	0.00000000
-29.38889383	0.00000000
-28.88889384	0.00000000
-28.38889386	0.00000000
-27.88889387	0.00000000
-27.38889388	0.00000000
-26.88889390	0.00000000
-26.38889391	0.00000000
-25.88889393	0.00000000
-25.38889394	0.00000000
-24.88889396	0.00000000
-24.38889397	0.00000000
-23.88889398	0.00000000
-23.38889400	0.00000000
-22.88889401	0.00000000
-22.38889403	0.00000000
-21.88889404	0.00000000
-21.38889405	0.00000000
-20.88889407	0.00000000
-20.38889408	0.00000000
-19.88889410	0.00000000
-19.38889411	0.00000000
-18.88889412	0.00024606
-18.38889414	0.00135335
-17.88889415	-0.00246063
-17.38889417	-0.00781250
-16.88889418	-0.03660187
-16.38889420	-0.07972441
-15.88889421	-0.14997540
-15.38889422	-0.23185290
-14.88889424	-0.32215800
-14.38889425	-0.40083660
-13.88889427	-0.48591290
-13.38889428	-0.55813240
-12.88889429	-0.61792570
-12.38889431	-0.65132870
-11.88889432	-0.67464320
-11.38889434	-0.67894930
-10.88889435	-0.69266730
-10.38889437	-0.70989170
-9.88889438	-0.73511320
-9.38889439	-0.76316430
-8.88889441	-0.78869340
-8.38889442	-0.80702510
-7.88889444	-0.81748280
-7.38889445	-0.81852850
-6.88889446	-0.80376480
-6.38889448	-0.77682080
-5.88889449	-0.73781990
-5.38889451	-0.69795770
-4.88889452	-0.62389270
-4.38889453	-0.53444880
-3.88889455	-0.42464320
-3.38889456	-0.32012800
-2.88889458	-0.19549710
-2.38889459	-0.08021653
-1.88889461	0.03912402
-1.38889462	0.13391980
-0.88889463	0.23271410
-0.38889465	0.31028540
0.11110534	0.38927160
0.61110532	0.44961860
1.11110531	0.50861220
1.61110530	0.55068900
2.11110528	0.59485730
2.61110527	0.62930610
3.11110525	0.66387800
3.61110524	0.68977610
4.11110522	0.71475150
4.61110521	0.73302170
5.11110520	0.74347930
5.61110518	0.74452510
6.11110517	0.73031500
6.61110515	0.70552410
7.11110514	0.65643450
7.61110513	0.59608760
8.11110511	0.50658220
8.61110510	0.40963340
9.11110508	0.28992370
9.61110507	0.17575050
10.11110506	0.04650591
10.61110504	-0.06656004
11.11110503	-0.19008370
11.61110501	-0.29244590
12.11110500	-0.41154040
12.61110498	-0.51827020
13.11110497	-0.62253930
13.61110496	-0.69900350
14.11110494	-0.77774360
14.61110493	-0.83809050
15.11110491	-0.89683810
15.61110490	-0.93774600
16.11110489	-0.98738930
16.61110487	-1.03377200
17.11110486	-1.06865200
17.61110484	-1.08366100
18.11110483	-1.09848700
18.61110481	-1.10931300
19.11110480	-1.10494600
19.61110479	-1.08772100
20.11110477	-1.05308800
20.61110476	-1.01002700
21.11110474	-0.94549700
21.61110473	-0.87543060
22.11110472	-0.78598670
22.61110470	-0.69869580
23.11110469	-0.59473430
23.61110467	-0.49993850
24.11110466	-0.38576530
24.61110464	-0.28014270
25.11110463	-0.16596950
25.61110462	-0.07117372
26.11110460	0.03284941
26.61110459	0.12007870
27.11110457	0.20896900
27.61110456	0.27688240
28.11110455	0.35094740
28.61110453	0.41240160
29.11110452	0.47139520
29.61110450	0.51230320
30.11110449	0.56194630
30.61110448	0.60832920
31.11110446	0.64345470
31.61110445	0.65957180
32.11110443	0.66947590
32.61110442	0.67052170
33.11110440	0.65600400
33.61110439	0.63016730
34.11110438	0.58569150
34.61110436	0.53401820
35.11110435	0.45933810
35.61110433	0.37955220
36.11110432	0.28518700
36.61110431	0.19900340
37.11110429	0.09498031
37.61110428	-0.00086122
38.11110426	-0.11035930
38.61110425	-0.20730810
39.11110423	-0.30610240
39.61110422	-0.38152070
40.11110421	-0.47016490
40.61110419	-0.54884350
41.11110418	-0.63336620
41.61110416	-0.70337100
42.11110415	-0.77257630
42.61110414	-0.82314220
43.11110412	-0.87752220
43.61110411	-0.92169050
44.11110409	-0.96149120
44.61110408	-0.98732780
45.11110407	-1.00738200
45.61110405	-1.01710100
46.11110404	-1.01187300
46.61110402	-0.99243350
47.11110401	-0.96776570
47.61110399	-0.94408220
48.11110398	-0.90016000
48.61110397	-0.84848670
49.11110395	-0.77356050
49.61110394	-0.69266730
50.11110392	-0.60346950
50.61110391	-0.52811270
51.11110390	-0.42907240
51.61110388	-0.33095470
52.11110387	-0.22668550
52.61110385	-0.14154770
53.11110384	-0.04281496
53.61110382	0.04441437
54.11110381	0.13853350
54.61110380	0.21610480
55.11110378	0.30007380
55.61110377	0.36903300
56.11110375	0.44340550
56.61110374	0.50485970
57.11110373	0.56409940
57.61110371	0.60617620
58.11110370	0.65089810
58.61110368	0.68756150
59.11110367	0.71278300
59.61110366	0.72139520
60.11110364	0.71616630
60.61110363	0.69783470
61.11110361	0.66793800
61.61110360	0.63348920
62.11110358	0.58378450
62.61110357	0.53100400
63.11110356	0.46653540
63.61110354	0.40618850
64.11110353	0.33206200
64.61110351	0.26310290
65.11110350	0.17888780
65.61110349	0.10020920
66.11110347	0.01076526
66.61110346	-0.06791338
67.11110344	-0.15182090
67.61110343	-0.21967270
68.11110341	-0.29896650
68.61110340	-0.37014030
69.11110339	-0.43928400
69.61110337	-0.48880410
70.11110336	-0.54810530
70.61110334	-0.60199310
71.11110333	-0.65200540
71.61110332	-0.68645420
72.11110330	-0.71610480
72.61110329	-0.73332920
73.11110327	-0.74347930
73.61110326	-0.74452510
74.11110324	-0.72920770
74.61110323	-0.70004920
75.11110322	-0.67015250
75.61110320	-0.64646900
76.11110319	-0.60752950
76.61110317	-0.56440700
77.11110316	-0.50485970
77.61110315	-0.44340550
78.11110313	-0.36903300
78.61110312	-0.30007380
79.11110310	-0.21585880
79.61110309	-0.13718010
80.11110308	-0.04804380
80.61110306	0.02952756
81.11110305	0.11866390
81.61110303	0.19734250
82.11110302	0.28161910
82.61110300	0.35051670
83.11110299	0.42464320
83.61110298	0.48492860
84.11110296	0.54945870
84.61110295	0.60230070
85.11110293	0.65200540
85.61110292	0.68645420
86.11110291	0.71579720
86.61110289	0.73197590
87.11110288	0.74673970
87.61110286	0.75645920
88.11110285	0.75676670
88.61110283	0.74815450
89.11110282	0.72810040
89.61110281	0.70115650
90.11110279	0.66658470
90.61110278	0.63318160
91.11110276	0.58378450
91.61110275	0.53100400
92.11110274	0.46653540
92.61110272	0.40618850
93.11110271	0.33181600
93.61110269	0.26174950
94.11110268	0.18214810
94.61110267	0.11208170
95.11110265	0.03801673
95.61110264	-0.02122293
96.11110262	-0.09036663
96.61110261	-0.15175940
97.11110259	-0.21622790
97.61110258	-0.26796260
98.11110257	-0.32258860
98.61110255	-0.36669540
99.11110254	-0.40594240
99.61110252	-0.42968750
100.11110251	-0.45958410
100.61110250	-0.48874260
101.11110248	-0.50406000
101.61110247	-0.50301430
102.11110245	-0.49255660
102.61110244	-0.47422490
103.11110242	-0.44949560
103.61110241	-0.42476620
104.11110240	-0.38521160
104.61110238	-0.34110480
105.11110237	-0.28672490
105.61110235	-0.23609740
106.11110234	-0.16664620
106.61110233	-0.09553396
107.11110231	-0.01624016
107.61110230	0.05161171
108.11110228	0.13607280
108.61110227	0.21690450
109.11110226	0.29595230
109.61110224	0.35303890
110.11110223	0.42741140
110.61110221	0.50073820
111.11110220	0.56520670
111.61110218	0.60506890
112.11110217	0.65415850
112.61110216	0.69943400
113.11110214	0.73923470
113.61110213	0.76396410
114.11110211	0.78838580
114.61110210	0.80567180
115.11110209	0.82105070
115.61110207	0.83181600
116.11110206	0.82683320
116.61110204	0.80745570
117.11110203	0.78248030
117.61110201	0.75775100
118.11110200	0.71819630
118.61110199	0.67402800
119.11110197	0.61964810
119.61110196	0.56908220
120.11110194	0.49963090
120.61110193	0.42845720
121.11110192	0.34860970
121.61110190	0.27860480
122.11110189	0.20453990
122.61110187	0.14530020
123.11110186	0.07640256
123.61110185	0.01611713
124.11110183	-0.05333415
124.61110182	-0.11472690
125.11110180	-0.17919540
125.61110179	-0.23093010
126.11110177	-0.28500250
126.61110176	-0.32701770
127.11110175	-0.37696850
127.61110173	-0.42335140
128.11110172	-0.45823080
128.61110170	-0.47324060
129.11110169	-0.48775840
129.61110168	-0.49747790
130.11110166	-0.49778540
130.61110165	-0.48917320
131.11110163	-0.46936510
131.61110162	-0.44352850
132.11110160	-0.40403540
132.61110159	-0.36091290
133.11110158	-0.30105810
133.61110156	-0.23855810
134.11110155	-0.16910680
134.61110153	-0.10986710
135.11110152	-0.03555610
135.61110151	0.03555610
136.11110149	0.10986710
136.61110148	0.16910680
137.11110146	0.23800440
137.61110145	0.29835140
138.11110143	0.36780260
138.61110142	0.42919540
139.11110141	0.49372540
139.61110139	0.54546020
140.11110138	0.60008610
140.61110136	0.64419290
141.11110135	0.68344000
141.61110134	0.70712350
142.11110132	0.73702020
142.61110131	0.76617870
143.11110129	0.78180370
143.61110128	0.78180370
144.11110127	0.76642470
144.61110125	0.73843500
145.11110124	0.70324800
145.61110122	0.66879920
146.11110121	0.62463090
146.61110119	0.58261570
147.11110118	0.52306840
147.61110117	0.46056840
148.11110115	0.39111710
148.61110114	0.33187750
149.11110112	0.25781250
149.61110111	0.18774610
150.11110110	0.10814470
150.61110108	0.03813976
151.11110107	-0.03592520
151.61110105	-0.09516487
152.11110104	-0.16400100
152.61110102	-0.22434790
153.11110101	-0.29404530
153.61110100	-0.35654530
154.11110098	-0.41609250
154.61110097	-0.45816930
155.11110095	-0.50258370
155.61110094	-0.53820130
156.11110093	-0.56809790
156.61110091	-0.58532230
157.11110090	-0.59547250
157.61110088	-0.59651820
158.11110087	-0.58120080
158.61110086	-0.55204230
159.11110084	-0.52245320
159.61110083	-0.49981550
160.11110081	-0.45540110
160.61110080	-0.40040600
161.11110078	-0.34030510
161.61110077	-0.28857040
162.11110076	-0.22957680
162.61110074	-0.17894930
163.11110073	-0.11472690
163.61110071	-0.05333415
164.11110070	0.01611713
164.61110069	0.07640256
165.11110067	0.14585380
165.61110066	0.20724660
166.11110064	0.27146900
166.61110063	0.32209650
167.11110061	0.38109000
167.61110060	0.43276330
168.11110059	0.49286420
168.61110057	0.54792080
169.11110056	0.59288880
169.61110054	0.61767960
170.11110053	0.63711860
170.61110052	0.64573080
171.11110050	0.64573080
171.61110049	0.63711860
172.11110047	0.61712600
172.61110046	0.59018210
173.11110045	0.55561020
173.61110043	0.52220720
174.11110042	0.47281000
174.61110040	0.41996800
175.11110039	0.35543800
175.61110037	0.29515250
176.11110036	0.22078000
176.61110035	0.15077510
177.11110033	0.07148130
177.61110032	0.00252215
178.11110030	-0.07646407
178.61110029	-0.14548470
179.11110028	-0.22477850
179.61110026	-0.29478350
180.11110025	-0.36884840
180.61110023	-0.42808810
181.11110022	-0.49753940
181.61110020	-0.56003930
182.11110019	-0.61989420
182.61110018	-0.66301670
183.11110016	-0.70250980
183.61110015	-0.72834650
184.11110013	-0.74815450
184.61110012	-0.75676670
185.11110011	-0.75645920
185.61110009	-0.74673970
186.11110008	-0.73197590
186.61110006	-0.71579720
187.11110005	-0.68620820
187.61110004	-0.65059050
188.11110002	-0.60586860
188.61110001	-0.56274600
189.11109999	-0.50842770
189.61109998	-0.45669290
190.11109996	-0.39222440
190.61109995	-0.33083170
191.11109994	-0.26162650
191.61109992	-0.20238680
192.11109991	-0.12801430
192.61109989	-0.05690207
193.11109988	0.01747047
193.61109987	0.07671013
194.11109985	0.14609990
194.61109984	0.20859990
195.11109982	0.26814710
195.61109981	0.31016240
196.11109979	0.35433070
196.61109978	0.38877950
197.11109977	0.42365900
197.61109975	0.45060290
198.11109974	0.47065700
198.61109972	0.47926920
199.11109971	0.47926920
199.61109970	0.47065700
200.11109968	0.45060290
200.61109967	0.42365900
201.11109965	0.38877950
201.61109964	0.35433070
202.11109962	0.31016240
202.61109961	0.26814710
203.11109960	0.20835380
203.61109958	0.14474660
204.11109957	0.08052412
204.61109955	0.03211122
205.11109954	-0.03703248
205.61109953	-0.10925200
206.11109951	-0.18387060
206.61109950	-0.24311020
207.11109948	-0.31231550
207.61109947	-0.37370820
208.11109946	-0.43817670
208.61109944	-0.48991140
209.11109943	-0.54453740
209.61109941	-0.58870570
210.11109940	-0.62826030
210.61109938	-0.65298970
211.11109937	-0.67771900
211.61109936	-0.69605070
212.11109934	-0.70595470
212.61109933	-0.70484750
213.11109931	-0.69992620
213.61109930	-0.69235970
214.11109929	-0.67261320
214.61109927	-0.64566930
215.11109926	-0.61078980
215.61109924	-0.57634100
216.11109923	-0.53161910
216.61109921	-0.48738930
217.11109920	-0.43829970
217.61109919	-0.39739170
218.11109917	-0.33809050
218.61109916	-0.27559050
219.11109914	-0.20558560
219.61109913	-0.14419290
220.11109912	-0.08027805
220.61109910	-0.03069636
221.11109909	0.03346457
221.61109907	0.09596457
222.11109906	0.16074060
222.61109905	0.21247540
223.11109903	0.26710140
223.61109902	0.31120820
224.11109900	0.35100890
224.61109899	0.37684550
225.11109897	0.39609990
225.61109896	0.40255900
226.11109895	0.41270910
226.61109893	0.42458170
227.11109892	0.41990650
227.61109890	0.40046750
228.11109889	0.37524600
228.61109888	0.34940950
229.11109886	0.31477610
229.61109885	0.28032730
230.11109883	0.23560530
230.61109882	0.19143700
231.11109880	0.14203990
231.61109879	0.10002460
232.11109878	0.04595226
232.61109876	-0.00572097
233.11109875	-0.07043553
233.61109873	-0.13299710
234.11109872	-0.19771160
234.61109871	-0.24944640
235.11109869	-0.30351870
235.61109868	-0.34553400
236.11109866	-0.39493110
236.61109865	-0.43909940
237.11109864	-0.48406740
237.61109862	-0.51968500
238.11109861	-0.54933560
238.61109859	-0.56545280
239.11109858	-0.58003200
239.61109856	-0.58864420
240.11109855	-0.59381150
240.61109854	-0.59491880
241.11109852	-0.58501480
241.61109851	-0.56674460
242.11109849	-0.54201530
242.61109848	-0.51728590
243.11109847	-0.47748520
243.61109845	-0.43220960
244.11109844	-0.38225890
244.61109842	-0.33913630
245.11109841	-0.29029280
245.61109839	-0.24938480
246.11109838	-0.19008370
246.61109837	-0.12758370
247.11109835	-0.05764025
247.61109834	0.00375246
248.11109832	0.06797490
248.61109831	0.11860240
249.11109830	0.17784200
249.61109828	0.23062250
250.11109827	0.28524850
250.61109825	0.32837100
251.11109824	0.37284700
251.61109822	0.40729580
252.11109821	0.44217520
252.61109820	0.46911910
253.11109818	0.48917320
253.61109817	0.49778540
254.11109815	0.49723180
254.61109814	0.48640500
255.11109813	0.47656250
255.61109811	0.47010340
256.11109810	0.45060290
256.61109808	0.42365900
257.11109807	0.38853350
257.61109806	0.35297740
258.11109804	0.31342270
258.61109803	0.28001970
259.11109801	0.23585140
259.61109800	0.19279040
260.11109798	0.13816440
260.61109797	0.08538385
261.11109796	0.02559055
261.61109794	-0.02718996
262.11109793	-0.08156988
262.61109791	-0.12352360
263.11109790	-0.17292080
263.61109789	-0.21715060
264.11109787	-0.26187250
264.61109786	-0.29632140
265.11109784	-0.33095470
265.61109783	-0.35679130
266.11109781	-0.38176670
266.61109780	-0.40003690
267.11109779	-0.40994100
267.61109777	-0.40883370
268.11109776	-0.40360480
268.61109774	-0.39499260
269.11109773	-0.38016730
269.61109772	-0.36294290
270.11109770	-0.33827510
270.61109769	-0.31243850
271.11109767	-0.27780510
271.61109766	-0.24335630
272.11109765	-0.19863440
272.61109763	-0.15440450
273.11109762	-0.10500740
273.61109760	-0.06299213
274.11109759	-0.00873524
274.61109757	0.04404528
275.11109756	0.10359250
275.61109755	0.15532730
276.11109753	0.21487450
276.61109752	0.26765500
277.11109750	0.32228100
277.61109749	0.36534200
278.11109748	0.40981790
278.61109746	0.44426670
279.11109745	0.47914620
279.61109743	0.50609000
280.11109742	0.52559050
280.61109740	0.53204970
281.11109739	0.54189220
281.61109738	0.55271900
282.11109736	0.55296500
282.61109735	0.54324560
283.11109733	0.52817420
283.61109732	0.51094980
284.11109731	0.48597440
284.61109729	0.45903050
285.11109728	0.42968750
285.61109726	0.40594240
286.11109725	0.36644930
286.61109724	0.32117370
287.11109722	0.27153050
287.61109721	0.22951530
288.11109719	0.17488930
288.61109718	0.12100150
289.11109716	0.06637549
289.61109715	0.02442175
290.11109714	-0.02497539
290.61109712	-0.06914370
291.11109711	-0.11386570
291.61109709	-0.14831450
292.11109708	-0.18264030
292.61109707	-0.20743110
293.11109705	-0.23732780
293.61109704	-0.26531740
294.11109702	-0.28537150
294.61109701	-0.29293800
295.11109699	-0.29761320
295.61109698	-0.29761320
296.11109697	-0.29293800
296.61109695	-0.28537150
297.11109694	-0.26531740
297.61109692	-0.23732780
298.11109691	-0.20712350
298.61109690	-0.18128690
299.11109688	-0.15219000
299.61109687	-0.12850640
300.11109685	-0.08925935
300.61109684	-0.04509104
301.11109683	0.01008858
301.61109681	0.06391487
302.11109680	0.11854080
302.61109678	0.16055610
303.11109677	0.20964570
303.61109675	0.25276820
304.11109674	0.30241140
304.61109673	0.34664120
305.11109671	0.39136320
305.61109670	0.42581200
306.11109668	0.46044540
306.61109667	0.48628200
307.11109666	0.51094980
307.61109664	0.52817420
308.11109663	0.54275350
308.61109661	0.55025830
309.11109660	0.56040850
309.61109658	0.57123520
310.11109657	0.57178880
310.61109656	0.56317670
311.11109654	0.54281500
311.61109653	0.51482530
312.11109651	0.48492860
312.61109650	0.46013780
313.11109649	0.42581200
313.61109647	0.39136320
314.11109646	0.34664120
314.61109644	0.30241140
315.11109643	0.25276820
315.61109641	0.20964570
316.11109640	0.16055610
316.61109639	0.11854080
317.11109637	0.06366880
317.61109636	0.00873524
318.11109634	-0.04090797
318.61109633	-0.07326525
319.11109632	-0.11220470
319.61109630	-0.14671510
320.11109629	-0.18676180
320.61109627	-0.22342520
321.11109626	-0.25332190
321.61109625	-0.26950050
322.11109623	-0.28401820
322.61109622	-0.29263040
323.11109620	-0.29761320
323.61109619	-0.29761320
324.11109617	-0.29263040
324.61109616	-0.28401820
325.11109615	-0.26919290
325.61109613	-0.25196850
326.11109612	-0.22699310
326.61109610	-0.20004920
327.11109609	-0.17039860
327.61109608	-0.14560780
328.11109606	-0.11134350
328.61109605	-0.07689469
329.11109603	-0.03217274
329.61109602	0.01199557
330.11109600	0.06194636
330.61109599	0.10611470
331.11109598	0.15052900
331.61109596	0.18393210
332.11109595	0.22348670
332.61109593	0.25904280
333.11109592	0.29361470
333.61109591	0.31840550
334.11109589	0.34830220
334.61109588	0.37629180
335.11109586	0.39609990
335.61109585	0.40255900
336.11109584	0.41215550
336.61109582	0.42187500
337.11109581	0.42710380
337.61109579	0.42710380
338.11109578	0.42212100
338.61109576	0.41350890
339.11109575	0.39899110
339.61109574	0.38281250
340.11109572	0.35291590
340.61109571	0.31625250
341.11109569	0.27620570
341.61109568	0.24169540
342.11109567	0.20244830
342.61109565	0.16904530
