0.000160, b94, 2d1a
0.007224, c41, 3044
0.010102, cec, 3033
0.011284, d91, 303a
0.012089, e38, 304b
0.016653, ee2, 3042
0.022448, f89, 3051
0.023132, 1032, 304d
0.027548, 10dc, 3042
0.032056, 1185, 304c
0.036515, 122f, 303d
0.040893, 12d2, 303f
0.045386, 137f, 3042
0.046406, 1425, 304e
0.050811, 14cc, 304d
0.055139, 1575, 305b
0.055852, 161d, 3049
0.060301, 16c6, 3047
0.064712, 1771, 304c
0.069172, 1815, 3048
0.073451, 18bf, 304a
0.074383, 196c, 3040
0.078856, 1a12, 304d
0.083245, 1aba, 3043
0.087571, 1b64, 3048
0.088637, 1c0b, 3049
0.093058, 1cb2, 304e
0.096357, 1d5c, 304f
0.099267, 1e07, 304c
0.102095, 1eac, 3050
0.104865, 1f5a, 304a
0.105699, 1ffb, 3042
0.110496, 20a4, 3043
0.111726, 2154, 3046
0.114578, 21f6, 3047
0.117326, 22a2, 3048
0.118384, 2349, 304b
0.121318, 23f1, 304d
0.124068, 249b, 3049
0.128458, 2547, 304f
0.131261, 25ee, 304b
0.132202, 2693, 3048
0.134900, 273e, 3041
0.137579, 27e6, 3039
0.138537, 288e, 3046
0.141223, 2938, 3044
0.144049, 29de, 304b
0.144912, 2a88, 3055
0.147668, 2b2c, 3047
0.150355, 2bd4, 3049
0.151171, 2c7d, 3049
0.153939, 2d26, 3045
0.156589, 2dce, 3048
0.157329, 2e77, 3039
0.160132, 2f1f, 303f
0.162895, 2fcc, 3048
0.165605, 3075, 304d
0.166627, 311a, 3045
0.169398, 31c4, 304a
0.172022, 3269, 304c
0.172719, 3312, 304f
0.175271, 33bf, 3045
0.176148, 346a, 3046
0.180488, 3512, 3039
0.183320, 3469, 20a2
0.186217, 33be, 148b
0.189001, 3312, 1011
0.189860, 326b, 1008
0.190943, 31c6, ff9
0.191828, 311b, ffb
0.194697, 3070, ff6
0.197504, 2fc7, ffe
0.201857, 2f24, ff2
0.202747, 2e7a, ff0
0.205521, 2dcd, ff5
0.208428, 2d29, fe7
0.211375, 2c81, ff2
0.214145, 2bd5, fec
0.215058, 2b2f, ff4
0.217908, 2a85, ffb
0.219285, 29dc, ff2
0.221969, 2936, ffa
0.222739, 288d, ff4
0.225546, 27e7, ffa
0.228479, 273d, ff2
0.231253, 2696, ff0
0.232320, 25ec, fef
0.235179, 2544, fee
0.237995, 2499, fed
0.240868, 23f3, ff7
0.243812, 2349, ff9
0.244746, 22a2, ff8
0.247567, 21f8, ff3
0.252042, 2152, ff3
0.253231, 20a8, fef
0.254054, 1fff, fed
0.256817, 1f59, fe7
0.259679, 1eaf, ff1
0.260547, 1e05, ff2
0.263385, 1d5f, ff5
0.266174, 1cb1, ff7
0.269021, 1c08, ffb
0.269864, 1b63, ff7
0.274174, 1ab9, ffa
0.276990, 1a0f, ff8
0.278272, 196b, ff3
0.279128, 18c1, ff0
0.282054, 1819, fec
0.284871, 1770, ff3
0.287674, 16c7, ff6
0.290573, 161c, ffa
0.291627, 1577, ffe
0.294461, 14ce, ff8
0.297313, 1426, 1000
0.301690, 137b, ff6
0.302606, 12d1, ff8
0.303779, 122a, ff0
0.306613, 1185, feb
0.307398, 10da, ff1
0.310260, 102f, ff9
0.313136, f89, ff8
0.315942, edd, ff9
0.318806, e36, ffd
0.319730, d90, fff
0.324029, ce6, ffd
0.326838, c3e, ff9
0.327713, b95, ff5
0.330639, aee, ff3
0.333475, b96, 1f5c
0.336384, c3f, 2b7b
0.339208, ce7, 302f
0.339952, d95, 3044
0.342709, e39, 3051
0.345536, ee0, 3054
0.348421, f89, 3053
0.349399, 1033, 3048
0.352309, 10dd, 304b
0.355102, 1184, 304a
0.355805, 122c, 303f
0.356933, 12d5, 3046
0.361361, 137e, 3046
0.364178, 1427, 304d
0.365082, 14cf, 304d
0.367995, 1576, 3054
0.369418, 161f, 304e
0.372121, 16c8, 304b
0.372841, 1770, 304f
0.375650, 1818, 304e
0.380200, 18be, 3046
0.382986, 196b, 3040
0.383850, 1a10, 3049
0.385089, 1ab7, 304a
0.386206, 1b63, 3048
