0.000202, b98, f0c
0.007261, c41, f0e
0.011713, ce6, f04
0.012801, d91, f11
0.013572, e3a, f12
0.017970, edf, f1d
0.022400, f8a, f2a
0.026489, 102f, f28
0.027552, 10da, f33
0.031909, 1185, f30
0.036334, 122d, f37
0.037169, 12d5, f3b
0.041574, 137a, f3f
0.045926, 1426, f49
0.050238, 14cd, f52
0.051265, 1577, f5e
0.055654, 161d, f67
0.060005, 16c4, f6d
0.064428, 1772, f6d
0.065289, 181a, f7c
0.069709, 18bd, f82
0.073961, 196c, f87
0.074628, 1a11, f8f
0.079037, 1ab9, f98
0.084957, 1b65, f9e
0.087724, 1c0c, fa8
0.088742, 1cb7, fbb
0.093201, 1d5e, fd0
0.099128, 1e05, fef
0.103514, 1eaa, 156a
0.107870, 1f5a, 2150
0.108836, 1fff, 2d02
0.113374, 20a6, 3043
0.117754, 2151, 305a
0.120797, 21f6, 3063
0.123643, 229f, 306e
0.124382, 234c, 3083
0.127084, 23f1, 308d
0.129813, 2497, 3098
0.130849, 2545, 30a1
0.133720, 25ee, 30a6
0.136559, 2695, 30b7
0.139327, 273c, 30b5
0.140048, 27e5, 30bd
0.142809, 288e, 30c4
0.145731, 2936, 30cc
0.148292, 29dd, 30d8
0.150277, 2a85, 30e5
0.151235, 2b2e, 30ea
0.154179, 2bd6, 30f9
0.156866, 2c7e, 30f6
0.159421, 2d2a, 3101
0.160429, 2dd0, 310c
0.164982, 2e76, 3103
0.169393, 2f24, 310d
0.172130, 2fca, 3116
0.172908, 3075, 3120
0.173970, 311d, 3126
0.174606, 31ca, 312d
0.177507, 326f, 313e
0.181759, 3315, 3142
0.184409, 33bf, 313d
0.185269, 3465, 3148
0.188006, 3511, 314a
0.190833, 3466, 3136
0.191605, 33be, 313b
0.194293, 3317, 3138
0.196903, 326b, 3137
0.197737, 31c5, 3138
0.200501, 311c, 3123
0.203367, 3075, 311f
0.204175, 2fcc, 3120
0.206724, 2f21, 3111
0.207371, 2e78, 3104
0.210118, 2dd0, 3106
0.212780, 2d29, 30f9
0.213647, 2c7e, 30ed
0.216460, 2bd8, 30f0
0.219219, 2b2f, 30ec
0.221831, 2a83, 30db
0.222683, 29dc, 30d7
0.225258, 2939, 30d2
0.226110, 288e, 30d0
0.228789, 27e8, 30c1
0.233017, 273e, 30b6
0.233998, 268f, 30ab
0.236839, 25ec, 309f
0.239566, 2547, 309a
0.240234, 249a, 308e
0.241510, 23f2, 3090
0.244298, 2349, 3085
0.247027, 22a1, 3077
0.247916, 21f7, 305f
0.252301, 2153, 2c67
0.253530, 20a4, 2208
0.254320, 1ffe, 171f
0.257020, 1f57, 100b
0.259793, 1eab, fde
0.262522, 1e07, fd2
0.263536, 1d5b, fc2
0.266356, 1cb4, fb7
0.269094, 1c0d, fa8
0.269923, 1b61, fa0
0.274174, 1ab9, f93
0.275212, 1a0f, f8e
0.275995, 196c, f87
0.278848, 18bf, f80
0.281698, 181a, f6f
0.284462, 176d, f67
0.285361, 16c4, f64
0.288248, 161b, f5e
0.291088, 1579, f56
0.293744, 14cc, f54
0.294665, 1427, f4b
0.297508, 137c, f40
0.300286, 12d0, f40
0.303226, 122c, f35
0.304121, 1184, f2f
0.306842, 10d7, f2d
0.309427, 102f, f27
0.310352, f87, f21
0.314702, edf, f18
0.317455, e37, f17
0.322137, d92, f12
0.322920, ce6, f0f
0.327245, c40, f03
0.330457, b96, f02
0.333518, af0, ef7
0.339404, b99, efe
0.340098, c43, f03
0.344511, ce7, f0a
0.347284, d90, f12
0.349953, e36, f1b
0.351041, edd, f20
0.353975, f8b, f27
0.356663, 1032, f26
0.357334, 10db, f2e
0.360120, 1182, f36
0.363018, 122b, f34
0.365873, 12d3, f3a
0.366726, 137d, f43
0.369602, 1426, f49
0.372374, 14cc, f50
0.374872, 1577, f5a
0.375852, 161b, f63
0.378678, 16c6, f71
0.381462, 1770, f72
0.382312, 1818, f78
0.385183, 18c1, f83
0.388064, 196b, f8c
0.390936, 1a11, f8f
0.391710, 1ab5, f98
0.394515, 1b62, f9f
0.397295, 1c0c, faa
0.400014, 1cb5, fba
0.401126, 1d5e, fcd
0.403991, 1e05, ff0
0.406686, 1ead, 156a
0.407354, 1f57, 215c
0.410206, 1ffe, 2d12
0.413000, 20a6, 3040
0.415866, 2151, 3054
