0.000156, b99, 2e19
0.001460, c3f, 302d
0.002726, ce8, 3029
0.003483, d92, 3048
0.005846, e39, 303e
0.006634, edb, 3045
0.007702, f87, 303e
0.013937, 1033, 3043
0.019829, 10d9, 303b
0.020701, 1183, 304a
0.025197, 122d, 3049
0.029558, 12d1, 304b
0.033944, 1380, 304a
0.038418, 1423, 3047
0.039315, 14cc, 3043
0.043536, 1576, 304a
0.044182, 161e, 3048
0.048578, 16c6, 3053
0.052906, 176e, 304a
0.057269, 1818, 304b
0.058264, 18bf, 3050
0.062737, 196c, 304d
0.067114, 1a0f, 304b
0.071464, 1ab8, 304e
0.074530, 1b65, 304e
0.075452, 1c0b, 304c
0.079908, 1cb3, 3047
0.084275, 1d5e, 3045
0.088667, 1e07, 304f
0.092996, 1eac, 3047
0.093770, 1f5a, 3053
0.097945, 1ffb, 304d
0.098872, 20a8, 304d
0.103247, 2151, 304d
0.107609, 21f8, 304a
0.112022, 229d, 3047
0.112893, 234a, 3050
0.117282, 23f3, 304f
0.121659, 2499, 304c
0.126141, 2544, 3051
0.126827, 25ef, 3050
0.131142, 2693, 304e
0.135483, 273d, 3048
0.136328, 27e3, 304b
0.140718, 288d, 304d
0.145153, 2936, 304c
0.149512, 29dc, 3050
0.153809, 2a86, 3048
0.154949, 2b30, 3046
0.159268, 2bd7, 3054
0.164867, 2c80, 304b
0.165799, 2d28, 3045
0.168576, 2dd0, 304b
0.171416, 2e79, 3049
0.174304, 2f23, 3043
0.175273, 2fca, 304d
0.178011, 3073, 3047
0.180855, 311c, 3049
0.181673, 31c3, 3045
0.184510, 326d, 303d
0.187377, 3317, 3044
0.190164, 33bf, 3033
0.190994, 3464, 303b
0.193982, 350e, 3043
0.195177, 3467, 214d
0.197887, 33be, 15b5
0.198733, 3317, 1014
0.204733, 326a, 1000
0.209198, 31c3, fe7
0.212235, 311c, fe2
0.213607, 3074, feb
0.214399, 2fc6, ff6
0.218815, 2f20, fed
0.221568, 2e78, fee
0.224452, 2dd0, ff3
0.227177, 2d29, fe7
0.228039, 2c7f, fe9
0.230690, 2bd8, fed
0.231487, 2b32, ff0
0.234255, 2a83, ff0
0.237005, 29e0, fe7
0.237799, 2939, fec
0.240507, 288e, fe7
0.243089, 27e6, fec
0.243773, 273e, ff2
0.246359, 2693, fed
0.247145, 25ed, fe4
0.251385, 2546, fe8
0.254162, 249a, fea
0.255026, 23ef, fe7
0.257828, 234a, feb
0.260482, 229d, fe8
0.261149, 21f8, fe9
0.263916, 2151, fe9
0.266626, 20a6, feb
0.267447, 2001, fe4
0.270120, 1f55, fe9
0.272728, 1ead, fea
0.273604, 1e06, fed
0.276160, 1d5d, fe9
0.276797, 1cb0, fe8
0.279498, 1c09, fe9
0.282389, 1b63, fea
0.285069, 1ab5, fe8
0.286035, 1a13, fe8
0.288793, 1969, fe8
0.291616, 18bf, ff4
0.292556, 1815, fed
0.295420, 176e, fee
0.298255, 16c7, fe7
